Economic Sector,Status,Zipcode,Company,Job Title,Origin Country
IT,Certified,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA
IT,Certified,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA
Educational Services,Certified,10027,COLUMBIA UNIVERSITY,Foreign Language and Literature Teachers; Postsecondary,SPAIN
Other Economic Sector,Certified,10022,MCKINSEY & COMPANY; INC UNITED STATES,Computer Systems Analysts,INDIA
Other Economic Sector,Certified,10018,BY DESIGN LLC,Industrial Engineers,SOUTH KOREA
Other Economic Sector,Certified,10012,SCHOLASTIC INC.,Computer Systems Analysts,ROMANIA
Health Care,Certified,10017,MEMORIAL SLOAN-KETTERING CANCER CENTER,Biochemists and Biophysicists,TAIWAN
Other Economic Sector,Certified,10017,PRICEWATERHOUSECOOPERS,Computer Systems Analysts,INDIA
IT,Certified,10022,CITIGROUP TECHNOLOGY; INC.,Software Developers; Applications,INDIA
IT,Certified,10018,BAHA INDUSTRIES CORP. DBA OPEN SYSTEMS TECHNOLOGIES,Software Developers; Applications,INDIA
Finance,Certified,10007,MOODYS INVESTORS SERVICE; INC.,Economists,SPAIN
Finance,Certified,10022,CANTOR FITZGERALD LP,Software Developers; Applications,INDIA
Finance,Certified,10031,BCM HOLDINGS; LLC,Financial Analysts,SOUTH KOREA
Finance,Certified,10010,CREDIT SUISSE SECURITIES (USA) LLC,Software Developers; Applications,INDIA
Retail,Certified,10016,GILT SHARED SERVICES; INC.,Computer Systems Analysts,INDIA
Other Economic Sector,Certified,10011,MERGERMARKET (U.S.) LTD.,Financial Analysts,INDIA
Finance,Certified,10022,BLACKROCK FINANCIAL MANAGEMENT,Financial Managers,FRANCE
IT,Certified,10001,LANDMARK TECHNOLOGIES INC.,Software Developers; Applications,INDIA
Educational Services,Certified,10458,FORDHAM UNIVERSITY,Business Teachers; Postsecondary,INDIA
Hospitality,Certified,10013,SARABETHS TRIBECA LLC,Bakers,MEXICO
Other Economic Sector,Certified,10017,ASHI DIAMONDS; LLC,Network and Computer Systems Administrators*,INDIA
IT,Certified,10038,SOFTPATH SYSTEMS; INC.,Computer Programmers,INDIA
Finance,Certified,10036,TRILOGY GLOBAL ADVISORS; LP,Financial Analysts,CHINA
Other Economic Sector,Certified,11433,KANGLIDA INTERNATIONAL INC,Market Research Analysts and Marketing Specialists*,CHINA
IT,Certified,10038,SOFTPATH SYSTEMS; INC.,Computer Programmers,INDIA
Finance,Certified,10022,MSD CAPITAL; LP,Financial Analysts,INDIA
Educational Services,Certified,10471,MANHATTAN COLLEGE,Philosophy and Religion Teachers; Postsecondary,UNITED STATES OF AMERICA
Finance,Certified,11219,AMERICAN STOCK TRANSFER & TRUST COMPANY; LLC,Software Developers; Applications,INDIA
Finance,Certified,10019,METACAPITAL MANAGEMENT LP,Financial Managers,INDIA
IT,Certified,10012,FOURSQUARE LABS; INC,Software Developers; Applications,INDIA
Other Economic Sector,Certified,10019,PEARSON INC,Accountants and Auditors,INDIA
Other Economic Sector,Certified,10022,TOM FORD,Commercial and Industrial Designers,SERBIA AND MONTENEGRO
IT,Certified,10172,JRI AMERICA; INC.,Computer Systems Analysts,PHILIPPINES
Other Economic Sector,Certified,10022,TOM FORD,Public Relations and Fundraising Managers,CANADA
IT,Certified,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Computer and Information Systems Managers,INDIA
Other Economic Sector,Certified,10007,MOODYS ANALYTICS,Software Developers; Applications,INDIA
Other Economic Sector,Certified,10018,WARNACO; INC.,Compensation; Benefits; and Job Analysis Specialists,INDONESIA
Finance,Certified,10279,WANG INVESTMENT ASSOCIATES; INC.,Software Developers; Applications,CHINA
Finance,Certified,10018,THE NEW YORK TIMES COMPANY,Software Developers; Applications,INDIA
IT,Certified,10022,CITIGROUP TECHNOLOGY; INC.,Software Developers; Applications,INDIA
Finance,Certified,10018,THE NEW YORK TIMES COMPANY,Software Developers; Applications,MOROCCO
Finance,Certified,10022,CERBERUS CAPITAL MANAGEMENT LP,Financial Analysts,CANADA
Finance,Certified,10038,BGC PARTNERS INC.,Software Developers; Applications,INDIA
Finance,Certified,10022,CERBERUS CAPITAL MANAGEMENT LP,Software Developers; Applications,UNITED STATES OF AMERICA
undefined,Certified,10016,FNY CAPITAL MANAGEMENT LP,Financial Analysts,FRANCE
Finance,Certified,10001,ISOA LLC,Management Analysts,INDIA
IT,Certified,10036,NORTHPOINT SOLUTIONS,Computer Systems Analysts,INDIA
IT,Certified,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Systems Software,INDIA
Other Economic Sector,Certified,10022,BLOOMBERG L.P.,Software Developers; Applications,CHINA
Retail,Certified,10013,E. VOGEL; INC.,Purchasing Agents; Except Wholesale; Retail; and Farm Products,JAPAN
Finance,Certified,10022,BLACKROCK FINANCIAL MANAGEMENT,Software Developers; Applications,INDIA
Educational Services,Certified,10027,COLUMBIA UNIVERSITY,Engineering Teachers; Postsecondary,SOUTH KOREA
Finance,Certified,10022,NOVUS PARTNERS; INC.,Marketing Managers,INDIA
IT,Certified,10020,INSIGMA US; INC.,Computer Systems Analysts; Non R&D (ACWIA Only),CHINA
Advanced Mfg,Certified,10001,KT GROUP; INC.,Market Research Analysts and Marketing Specialists*,SOUTH KOREA
Other Economic Sector,Certified,10022,MCKINSEY & COMPANY; INC UNITED STATES,Management Analysts,INDIA
Other Economic Sector,Certified,10036,ORIENTAL GEMCO INC.,Computer Systems Analysts,INDIA
Finance,Certified,10005,DEUTSCHE BANK,Computer Systems Analysts,RUSSIA
Finance,Certified,10022,CHINA MERCHANTS BANK CO.; LTD,Computer and Information Systems Managers,CANADA
Other Economic Sector,Certified,10001,SANDBERG MANAGEMENT CORP,Market Research Analysts and Marketing Specialists*,CHINA
Retail,Certified,11201,ETSY INC.,Software Developers; Applications,JORDAN
Health Care,Certified,10003,NATURO-MEDICAL HEALTH CARE P.C.,Medical Scientists; Except Epidemiologists,CHINA
undefined,Certified,11377,PROFESSIONAL PLACEMENT & RECRUITMENT INC.,Software Developers; Applications,PHILIPPINES
Finance,Certified,10018,MARKIT,Software Developers; Applications,INDIA
Finance,Certified,10010,CREDIT SUISSE SECURITIES (USA) LLC,Network and Computer Systems Administrators*,INDIA
Other Economic Sector,Certified,10474,THIRD GENERATION SEAFOOD,Market Research Analysts and Marketing Specialists*,JAPAN
Finance,Certified,10018,THE RESNICK DRUCKMAN GROUP LLC,Accountants and Auditors,SOUTH KOREA
Finance,Certified,10167,ANGELO; GORDON & CO.; L.P.,Accountants and Auditors,INDIA
Finance,Certified,10022,BLACKROCK FINANCIAL MANAGEMENT,Software Developers; Applications,INDIA
Hospitality,Certified,11414,BRUNO-RISTORANTE ITALIANO,Cooks; Restaurant,MEXICO
Other Economic Sector,Certified,10022,MCKINSEY & COMPANY; INC UNITED STATES,Management Analysts,INDIA
Other Economic Sector,Certified,10019,KASOWITZ; BENSON; TORRES & FRIEDMAN LLP,Lawyers,CANADA
Other Economic Sector,Certified,10005,THE CAPITAL MARKETS COMPANY,Software Developers; Applications,INDIA
IT,Certified,10018,BAHA INDUSTRIES CORP. DBA OPEN SYSTEMS TECHNOLOGIES,Computer Systems Analysts,INDIA
Health Care,Certified,10029,MOUNT SINAI MEDICAL CENTER,Psychiatrists,COLOMBIA
undefined,Denied,11207,FAITH HOPE & CHARITY COMMUNITY SERVICES DAY CARE,Preschool Teachers; Except Special Education,PHILIPPINES
Finance,Certified,10282,GOLDMAN SACHS & CO.,Computer Systems Analysts,INDIA
Finance,Certified,10005,QBE AMERICAS; INC.,Operations Research Analysts,GERMANY
Other Economic Sector,Certified,10011,BARNES&NOBLE.COM,Software Developers; Applications,INDIA
Retail,Certified,10017,FRESH BAGELS FARMERS MARKET INC.,General and Operations Managers,TURKEY
Construction,Certified,11040,LEE; VINCENT / KONGENT PRODUCTION INC.,Cabinetmakers and Bench Carpenters,ECUADOR
Finance,Certified,10010,CREDIT SUISSE SECURITIES (USA) LLC,Database Administrators,INDIA
Finance,Certified,10282,GOLDMAN SACHS & CO.,Software Developers; Applications,CHINA
Educational Services,Certified,10033,YESHIVA UNIVERSITY HIGH SCHOOLS,Secondary School Teachers; Except Special and Career/Technical Education,UNITED STATES OF AMERICA
Finance,Certified,10010,CREDIT SUISSE SECURITIES (USA) LLC,Financial Analysts,INDIA
Health Care,Certified,11369,MADISON YORK ASSISTED LIVING COMMUNITY,Database Administrators,PHILIPPINES
Finance,Certified,10010,CREDIT SUISSE SECURITIES (USA) LLC,Financial Analysts,CANADA
Finance,Certified,10036,MORGAN STANLEY & CO. LLC,Software Developers; Applications,INDIA
Aerospace,Certified,11101,TWIN PEAKS INC,Civil Engineers,LEBANON
Other Economic Sector,Certified,11373,UNITED STAFFING REGISTRY DBA UNITED HOME CARE,Medical and Health Services Managers,PHILIPPINES
Other Economic Sector,Certified,10001,DARIUS TORABY RA; P.C.,Budget Analysts,RUSSIA
Other Economic Sector,Certified,11435,MASSADA HOME SALES; INC.,Financial Analysts,ISRAEL
IT,Certified,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Database Administrators,INDIA
Finance,Certified,10036,MORGAN STANLEY & CO. LLC,Software Developers; Applications,INDIA
Hospitality,Certified,10009,NIGHTS OF CABIRIA LLC,Cooks; Restaurant,MEXICO
Health Care,Certified,11418,JAMAICA HOSPITAL MEDICAL CENTER,Obstetricians and Gynecologists,GREECE
Finance,Certified,10022,CITICORP CREDIT SERVICES; INC. (USA),Software Developers; Applications,INDIA
Transportation,Certified,10018,MEDITERRANEAN SHIPPING COMPANY (USA) INC.,Paralegals and Legal Assistants,HONDURAS
undefined,Certified,10020,CAREY MANAGEMENT SERVICES,Financial Managers,FRANCE
Other Economic Sector,Certified,11363,OPEN DOOR CHURCH OF NEW YORK INC,Music Directors and Composers,SOUTH KOREA
