Economic Sector,Status,Zipcode,Company,Job Title,Origin Country
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Computer Software Engineers; Applications,INDIA
IT,Accepted,10016,MPHASIS CORPORATION,Computer Software Engineers; Applications,INDIA
Hospitality,Accepted,11361,DONOVAN'S OF BAYSIDE; LLC,Cooks; Restaurant,ECUADOR
IT,Accepted,10016,MPHASIS CORPORATION,Computer Software Engineers; Applications,INDIA
Hospitality,Accepted,10012,GALATA; INC. D.B.A. I TRE MERLI RESTAURANT,Cooks; Restaurant,MEXICO
Finance,Accepted,10167,SG AMERICAS SECURITIES; LLC,Financial Analysts,FRANCE
Other,Accepted,10017,PRICEWATERHOUSECOOPERS,Operations Research Analysts,INDIA
Finance,Accepted,10166,BARCLAYS SERVICES CORP,Computer Software Engineers; Applications,INDIA
Hospitality,Accepted,10036,326 RESTAURANT CORP. D/B/A JOE ALLEN RESTAURANT,Cooks; Restaurant,MEXICO
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Network and Computer Systems Administrators,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Network and Computer Systems Administrators*,INDIA
Finance,Accepted,10167,SOCIETE GENERALE,Financial Analysts,FRANCE
Not Available,Denied,11414,RUSSO'S ON THE BAY,Not Available,MEXICO
Finance,Accepted,10167,SG AMERICAS SECURITIES; LLC,Financial Analysts,FRANCE
Finance,Accepted,10167,SG AMERICAS SECURITIES; LLC,Financial Managers,FRANCE
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Systems Software,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Computer Software Engineers; Applications,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Computer Software Engineers; Systems Software,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Computer Software Engineers; Systems Software,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Computer Software Engineers; Applications,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Network and Computer Systems Administrators,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Network and Computer Systems Administrators,INDIA
Educational Services,Accepted,10011,THE NEW SCHOOL,Anthropology and Archeology Teachers; Postsecondary,GERMANY
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Computer Software Engineers; Applications,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Computer Systems Analysts,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Computer Software Engineers; Applications,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,PHILIPPINES
Finance,Accepted,10022,CITIGROUP GLOBAL MARKETS INC.,Operations Research Analysts,INDIA
Advanced Mfg,Accepted,11218,AB GROCERY & HALAL MEAT INCORPORATION,Butchers and Meat Cutters,BANGLADESH
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Computer Software Engineers; Systems Software,INDIA
Health Care,Accepted,11219,MAIMONIDES MEDICAL CENTER,Medical and Public Health Social Workers,TAIWAN
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA
IT,Accepted,10017,INTRALINKS; INC.,Computer Software Engineers; Applications,INDIA
Other,Accepted,10018,MITCHELL/MARTIN INC,Computer Software Engineers; Applications,IRAN
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA
Finance,Accepted,10167,SG AMERICAS SECURITIES; LLC,Financial Managers,ITALY
Finance,Accepted,10022,CITIBANK; N.A,Computer Systems Analysts,PAKISTAN
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA
IT,Accepted,10003,KNOA SOFTWARE; INC.,Computer Systems Analysts,INDIA
Finance,Accepted,10282,GOLDMAN SACHS & CO.,Operations Research Analysts,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA
Hospitality,Accepted,11426,BELLEROSE SUBWAY INC.,First-Line Supervisors/Managers of Food Preparation and Serving Workers,MALAYSIA
Finance,Accepted,10043,CITICORP NORTH AMERICA INC.,Computer Software Engineers; Applications,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Systems Software,INDIA
Finance,Accepted,10167,SG AMERICAS SECURITIES; LLC,Financial Analysts,FRANCE
Educational Services,Accepted,10032,COLUMBIA UNIVERSITY,Education Administrators; Postsecondary,LITHUANIA
Aerospace,Accepted,10018,MP ENGINEERS; P.C.,Civil Engineers,INDIA
Finance,Accepted,10022,CITIBANK; N.A,Credit Analysts,PERU
Finance,Accepted,10022,CITIBANK; N.A,Management Analysts,INDIA
Construction,Accepted,10018,G-CNY GROUP LLC,Construction Managers,INDIA
Finance,Accepted,10022,CITIBANK; N.A,Credit Analysts,UGANDA
Finance,Accepted,10166,BARCLAYS BANK PLC,Credit Analysts,CHINA
Other,Accepted,10022,BLOOMBERG L.P.,Software Developers; Applications,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA
Other,Accepted,11211,DAVID POTTER & LIBBY POTTER,Maids and Housekeeping Cleaners,NEPAL
Other,Accepted,10018,LADAS & PARRY LLP,Lawyers,UNITED KINGDOM
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA
Health Care,Accepted,10036,FOUNTAIN HOUSE; INC.,Mental Health and Substance Abuse Social Workers,UNITED KINGDOM
Other,Accepted,10017,PRICEWATERHOUSECOOPERS,Operations Research Analysts,INDIA
Finance,Accepted,10022,CITIBANK; N.A,Computer Systems Analysts,INDIA
IT,Accepted,11375,SOFT TECH SOURCE-A DIV.OF RAMESH SARVA; CPA; P.C.,Accountants and Auditors,INDIA
Other,Accepted,11412,VICTORY CHURCH OF JESUS CHRIST; INC.,Religious Workers; All Other,JAMAICA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA
IT,Accepted,10001,TECHNOFINA; INC.,Computer Software Engineers; Applications,INDIA
IT,Accepted,10001,TECHNOFINA; INC.,Computer Software Engineers; Applications,INDIA
Other,Accepted,11237,REIKO WIRELESS INC,Market Research Analysts and Marketing Specialists*,CHINA
Finance,Accepted,10282,GOLDMAN SACHS & CO.,Mathematicians,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA
IT,Accepted,10016,MPHASIS CORPORATION,Marketing Managers,INDIA
IT,Accepted,10016,MYERS-HOLUM; INC.,Computer Software Engineers; Applications,INDIA
IT,Accepted,10016,MPHASIS CORPORATION,Computer Software Engineers; Applications,INDIA
Retail,Accepted,11208,BOGOPA ENTERPRISES; INC.,Budget Analysts,SOUTH KOREA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Database Administrators,PAKISTAN
Other,Accepted,10036,NHL ENTERPRISES; LP,Marketing Managers,CANADA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Computer Systems Analysts,INDIA
Retail,Accepted,11208,BOGOPA ENTERPRISES; INC.,Food Service Managers,SOUTH KOREA
Finance,Accepted,10022,CITIBANK; N.A,Software Developers; Applications,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Computer Systems Analysts,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA
Finance,Accepted,10012,TWO SIGMA INVESTMENTS; LLC,Computer Software Engineers; Applications,CHINA
Other,Accepted,11372,HIPPODROME SERVICES,Tailors; Dressmakers; and Custom Sewers,MEXICO
Other,Accepted,11372,HIPPODROME SERVICES,Tailors; Dressmakers; and Custom Sewers,ECUADOR
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Systems Software,INDIA
Finance,Accepted,10166,BARCLAYS CAPITAL INC.,Computer Software Engineers; Systems Software,UNITED KINGDOM
Other,Accepted,10018,MITCHELL/MARTIN INC,Software Developers; Applications,INDIA
IT,Accepted,10016,MPHASIS CORPORATION,Computer Software Engineers; Applications,INDIA
Finance,Accepted,10022,MSD CAPITAL; LP,Financial Analysts,INDIA
IT,Accepted,10018,BAHA INDUSTRIES CORP. DBA OPEN SYSTEMS TECHNOLOGIES,Computer Software Engineers; Applications,INDIA
Finance,Accepted,10282,GOLDMAN SACHS & CO.,Accountants and Auditors,INDIA
Finance,Accepted,10167,SG AMERICAS SECURITIES; LLC,Software Developers; Applications,FRANCE
Finance,Accepted,10282,GOLDMAN; SACHS & CO.,Financial Managers,ARGENTINA
IT,Accepted,10016,MPHASIS CORPORATION,Computer Software Engineers; Applications,INDIA
Retail,Accepted,10075,1475 SECOND AVENUE BAGEL LLC,Bakers,POLAND
Finance,Accepted,10010,CREDIT SUISSE SECURITIES (USA) LLC,Computer and Information Systems Managers,INDIA
Other,Accepted,10018,MITCHELL/MARTIN INC,Computer Software Engineers; Applications,INDIA
Construction,Accepted,11385,MCCONSTRUCTION CONSULTING INC,Cabinetmakers and Bench Carpenters,POLAND
Finance,Accepted,10010,CREDIT SUISSE SECURITIES (USA) LLC,Database Administrators,INDIA
Finance,Accepted,10010,CREDIT SUISSE SECURITIES (USA) LLC,Computer Software Engineers; Systems Software,VIETNAM
Not Available,Denied,10016,MPHASIS CORPORATION,Not Available,INDIA
Hospitality,Accepted,10001,PINE TREE HOUSE INC. DBA KANG SUH RESTAURANT,Bookkeeping; Accounting; and Auditing Clerks,SOUTH KOREA
IT,Accepted,10016,MPHASIS CORPORATION,Computer Software Engineers; Applications,INDIA
Finance,Accepted,10018,HSBC SECURITIES (USA) INC.,Financial Analysts,VENEZUELA
IT,Accepted,10001,WORKLIGHT INC,Marketing Managers,ISRAEL
Finance,Accepted,10010,CREDIT SUISSE ASSET MANAGEMENT; LLC,Accountants and Auditors,INDIA
IT,Accepted,10016,FADEL PARTNERS INC,Computer Software Engineers; Applications,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA
Hospitality,Accepted,10036,BELLA MIA RESTAURANT INC. A/K/A DERVISH,Chefs and Head Cooks,TURKEY
Other,Accepted,11101,RAYANA DESIGNS INC.,Jewelers and Precious Stone and Metal Workers,GREECE
Other,Accepted,10036,DIAMONDSTAR INC,Jewelers and Precious Stone and Metal Workers,INDIA
IT,Accepted,10016,MPHASIS CORPORATION,Computer Software Engineers; Applications,INDIA
Advanced Mfg,Accepted,10001,JAY JOSHUA INC.,Commercial and Industrial Designers,SOUTH KOREA
Retail,Accepted,10119,PRIMO COFFEE INC,First-Line Supervisors/Managers of Food Preparation and Serving Workers,INDIA
Finance,Accepted,10010,CREDIT SUISSE SECURITIES (USA) LLC,Computer Systems Analysts,INDIA
Other,Accepted,11365,BBS BUSINESS SYSTEMS LLC,Electronics Engineers; Except Computer,INDIA
Retail,Accepted,10011,14TH ST. FOOD MARKET; INC,Butchers and Meat Cutters,SOUTH KOREA
Transportation,Accepted,10018,MEDITERRANEAN SHIPPING COMPANY (USA) INC.,Transportation; Storage; and Distribution Managers,HONDURAS
IT,Accepted,10016,COSMO COMPUTER; INC.,Computer Systems Analysts,JAPAN
IT,Accepted,10119,CELERITY IT OF NJ; LLC,Financial Analysts,INDIA
Finance,Accepted,10018,HSBC SECURITIES (USA) INC.,Financial Analysts,INDIA
Advanced Mfg,Accepted,11418,J&S LICATA BROS.; INC.,Bakers,BANGLADESH
Hospitality,Accepted,10012,PAPATZUL LLC,Cooks; Restaurant,MEXICO
Other,Accepted,10022,MINGLE NEW YORK; INC.,Hairdressers; Hairstylists; and Cosmetologists,JAPAN
IT,Accepted,11354,ALFA SERVICES USA; INC.,Computer Software Engineers; Applications,INDIA
Finance,Accepted,10020,WALLER CAPITAL PARTNERS; LLC,Financial Analysts,INDIA
Other,Accepted,10018,MW STUDIOS INC.,Graphic Designers,SOUTH KOREA
Finance,Accepted,10036,MORGAN STANLEY & CO. LLC,Credit Analysts,INDIA
Construction,Accepted,10314,PAUL GAGLIO GENERAL CONTRACTORS; INC.,Stonemasons,MEXICO
Other,Accepted,10016,ADMARKETPLACE; INC,Computer Software Engineers; Applications,ROMANIA
Finance,Accepted,10022,BTG PACTUAL US CAPITAL CORP,Securities; Commodities; and Financial Services Sales Agents,BRAZIL
Advanced Mfg,Accepted,10018,RFG OF NEW YORK,Jewelers and Precious Stone and Metal Workers,ECUADOR
Other,Accepted,10018,MITCHELL/MARTIN INC,Software Developers; Applications,INDIA
Other,Accepted,10017,EXLSERVICE.COM; INC.,Statisticians,ROMANIA
Hospitality,Accepted,10018,520 HAPPY TIMES; INC. D/B/A HOUNDSTOOTH PUB,Chefs and Head Cooks,MEXICO
IT,Accepted,10309,MIRACLE TECHNOLOGIES INC.,Network and Computer Systems Administrators*,PAKISTAN
Hospitality,Accepted,10009,MERCADITO CHICAGO LLC,Chefs and Head Cooks,MEXICO
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Computer Systems Analysts,INDIA
Finance,Accepted,10018,HSBC SECURITIES (USA) INC.,Computer Systems Analysts,INDIA
Construction,Accepted,11101,INTERSYSTEMS; CORP,Stonemasons,POLAND
Hospitality,Accepted,10016,THE DINEX GROUP,Food Service Managers,FRANCE
Other,Accepted,10022,BLOOMBERG L.P.,Computer Software Engineers; Applications,GUATEMALA
IT,Accepted,10016,MPHASIS CORPORATION,Computer Systems Analysts,INDIA
IT,Accepted,10104,MIXIT; INC.,Software Developers; Applications,PAKISTAN
IT,Accepted,10104,MIXIT; INC.,Software Developers; Applications,PAKISTAN
IT,Accepted,10016,MPHASIS CORPORATION,Computer Software Engineers; Applications,INDIA
Finance,Accepted,11213,COMPREHENSIVE BILLING INC.,Bookkeeping; Accounting; and Auditing Clerks,PHILIPPINES
Retail,Accepted,11101,FRESHDIRECT; LLC.,Computer Software Engineers; Applications,INDIA
IT,Accepted,10018,FINSOFT CONSULTANTS INC.,Computer Programmers,INDIA
Hospitality,Accepted,10004,OCINOMLED; LTD.,Food Service Managers,ECUADOR
Other,Accepted,10001,MAZINGGA CORPORATION D/B/A KAKABOKA,Hairdressers; Hairstylists; and Cosmetologists,SOUTH KOREA
Other,Accepted,10007,MOODY'S ANALYTICS,Financial Analysts,CHINA
Other,Accepted,11102,TITAN FOODS INC,Chefs and Head Cooks,GREECE
Construction,Accepted,11232,MODERN KITCHEN & BATH DESIGNS INC.,Cabinetmakers and Bench Carpenters,POLAND
IT,Accepted,10016,MPHASIS CORPORATION,Computer Software Engineers; Applications,INDIA
Finance,Accepted,10038,AMERICAN INTERNATIONAL GROUP; INC.,Financial Analysts,CHINA
Hospitality,Accepted,10075,PB&J GROUP LLC,Food Preparation Workers,MEXICO
Finance,Accepted,10020,PAULSON & CO. INC.,Economists,FRANCE
Hospitality,Accepted,11206,A.K. NASARY CORP. DBA DUNKIN DONUTS,Food Service Managers,TRINIDAD AND TOBAGO
IT,Accepted,10016,MPHASIS CORPORATION,Computer Systems Analysts,INDIA
IT,Accepted,10016,MPHASIS CORPORATION,Computer Systems Analysts,INDIA
Finance,Accepted,10018,ANCHIN; BLOCK & ANCHIN; LLP,Accountants and Auditors,PHILIPPINES
Not Available,Denied,10013,PAESANO RESTAURANT CORP. D/B/A PAESANO OF MULBERRY STREET,Not Available,MEXICO
IT,Accepted,10016,MPHASIS CORPORATION,Computer Systems Analysts,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA
IT,Accepted,10016,MPHASIS CORPORATION,Computer Software Engineers; Applications,INDIA
Finance,Accepted,10018,ANCHIN; BLOCK & ANCHIN; LLP,Accountants and Auditors,PHILIPPINES
Not Available,Denied,10016,THE SPICE MERCHANTS RESTAURANT CORP./DBA INDIAN TANPURA,Not Available,BANGLADESH
Other,Accepted,11223,UNIVERSAL FOUNDATION,Directors; Religious Activities and Education,TURKEY
Other,Accepted,10018,OUT OF THE BLUE ENTERPRISES LLC,Art Directors,CANADA
Finance,Accepted,11354,P.M.CHIN & CO. CPA,Accountants and Auditors,SOUTH KOREA
Finance,Accepted,10018,HSBC SECURITIES (USA) INC.,Securities; Commodities; and Financial Services Sales Agents,UNITED KINGDOM
Finance,Accepted,10018,ANCHIN; BLOCK & ANCHIN; LLP,Accountants and Auditors,PHILIPPINES
Other,Accepted,10017,PRICEWATERHOUSECOOPERS,Management Analysts,INDIA
IT,Accepted,10001,RISKVAL FINANCIAL SOLUTIONS LLC,Software Developers; Applications,CHINA
Finance,Accepted,10005,DEUTSCHE BANK,Computer Software Engineers; Applications,INDIA
Other,Accepted,10018,HAND BALDACHIN AMBURGEY LLP,Lawyers,AUSTRALIA
Other,Accepted,11219,ANA-MELINA ROSADO,Cooks; Private Household,PHILIPPINES
Finance,Accepted,10022,BTG PACTUAL US CAPITAL CORP,Financial Analysts,COLOMBIA
IT,Accepted,10016,MPHASIS CORPORATION,Computer Software Engineers; Applications,INDIA
Finance,Accepted,10018,ANCHIN; BLOCK & ANCHIN; LLP,Accountants and Auditors,PHILIPPINES
Finance,Accepted,10282,GOLDMAN SACHS & CO.,Accountants and Auditors,CANADA
Finance,Accepted,10018,ANCHIN; BLOCK & ANCHIN; LLP,Accountants and Auditors,PHILIPPINES
IT,Accepted,10004,AMTEX SYSTEMS; INC.,Network and Computer Systems Administrators,INDIA
Finance,Accepted,10010,CREDIT SUISSE ASSET MANAGEMENT; LLC,Financial Analysts,PHILIPPINES
Finance,Accepted,10036,MORGAN STANLEY & CO. LLC,Software Developers; Systems Software,INDIA
Hospitality,Accepted,10106,48TH RESTAURANT ASSOCIATES LLC,Chefs and Head Cooks,MEXICO
Other,Accepted,10011,WEBMD LLC,Computer and Information Systems Managers,INDIA
Retail,Accepted,10011,PRONTO LLC,Computer and Information Systems Managers,AUSTRALIA
Not Available,Denied,11101,DOS UPHOLSTERY CORP,Not Available,ECUADOR
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA
Other,Accepted,10016,ZETA INTERACTIVE,Computer and Information Systems Managers,INDIA
Finance,Accepted,10022,BLACKROCK CAPITAL MANAGEMENT; INC.,Software Developers; Applications,UNITED KINGDOM
Hospitality,Accepted,10301,QSR MANAGEMENT,Occupational Health and Safety Specialists,SRI LANKA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA
Other,Accepted,10011,THE NEWSWEEK/DAILY BEAST COMPANY LLC,Public Relations and Fundraising Managers,UNITED KINGDOM
IT,Accepted,10016,MPHASIS CORPORATION,Computer Systems Analysts,INDIA
IT,Accepted,11223,ATLAS COMMUNICATIONS TECHNOLOGY INC,Network Systems and Data Communications Analysts,INDIA
IT,Accepted,10016,MPHASIS CORPORATION,Computer Systems Analysts,INDIA
Not Available,Accepted,10016,L-3 APPLIED TECHNOLOGIES; INC.,Electrical Engineers,UNITED KINGDOM
IT,Accepted,10016,MPHASIS CORPORATION,Computer Software Engineers; Applications,INDIA
IT,Accepted,10016,MPHASIS CORPORATION,Computer Systems Analysts,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Computer Systems Analysts,INDIA
IT,Accepted,10016,MPHASIS CORPORATION,Computer Systems Analysts,INDIA
Other,Accepted,10038,JANE ORGEL PC,Paralegals and Legal Assistants*,JAPAN
Finance,Accepted,10022,QS INVESTORS HOLDINGS; LLC,Financial Managers,UNITED KINGDOM
Advanced Mfg,Accepted,10011,LITTLE ESCARGOT; LLC DBA MAYLE,First-Line Supervisors/Managers of Production and Operating Workers,PHILIPPINES
Finance,Accepted,10036,MORGAN STANLEY & CO. LLC,Financial Managers,UNITED KINGDOM
Other,Accepted,10017,TURKISH CULTURAL CENTER,Instructional Coordinators,TURKEY
Finance,Accepted,10036,MORGAN STANLEY & CO. LLC,Financial Analysts,INDIA
Other,Accepted,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,CHINA
IT,Accepted,10016,MPHASIS CORPORATION,Computer and Information Systems Managers,INDIA
Retail,Accepted,10009,SPIN CITY CLEANERS; LLC.,Tailors; Dressmakers; and Custom Sewers,SOUTH KOREA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA
Other,Accepted,10017,PRICEWATERHOUSECOOPERS,Network and Computer Systems Administrators*,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA
IT,Accepted,10016,MPHASIS CORPORATION,Computer and Information Systems Managers,INDIA
Hospitality,Accepted,11206,A.K. NASARY CORP. DBA DUNKIN DONUTS,Food Service Managers,ECUADOR
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Systems Software,INDIA
IT,Accepted,10001,INSTRUMENTAL SERVICES INC.,Software Developers; Applications,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Computer Systems Analysts,INDIA
Finance,Accepted,10020,THE BANK OF TOKYO-MITSUBISHI UFJ; LTD.,Computer Systems Analysts,INDIA
Finance,Accepted,10282,GOLDMAN SACHS & CO.,Software Developers; Applications,INDIA
Construction,Accepted,11368,LEE ENGINEERING PC,Architects; Except Landscape and Naval,SOUTH KOREA
Finance,Accepted,11373,DADIA VALLES VENDIOLA LLP,Accountants and Auditors,PHILIPPINES
Hospitality,Accepted,10312,SECOND TO NONE II PIZZERIA INC DBA TRIO PIZZERIA,Cooks; Restaurant,MEXICO
Other,Accepted,11101,INDOAMERICAN BUSINESS INC,Purchasing Managers,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA
IT,Accepted,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Computer Systems Analysts,INDIA
Construction,Accepted,11222,NOVA RESTORATION OF NY INC.,Stonemasons,POLAND
Finance,Accepted,11120,CITICORP CREDIT SERVICES; INC.,Marketing Managers,MEXICO
Finance,Accepted,10166,BARCLAYS CAPITAL INC.,Financial Analysts,CANADA
Finance,Accepted,10022,CITIBANK; N.A,Software Developers; Applications,INDIA
Educational Services,Accepted,10011,THE NEW SCHOOL,Architecture Teachers; Postsecondary,GERMANY
Other,Accepted,10003,THE WHITEFIELD GROUP; INC.,Marketing Managers,INDIA
Hospitality,Accepted,10022,G AND D RESTAURANT ASSOCIATES LLC,Budget Analysts,GERMANY
